STATION_ID,ID305B_1,ID305B_2,ID305B_3,ID305B_4,ID305B_5,ID305B_6,ID305B_7,ID305B_8,ID305B_9,ID305B_10,WATER_TYPE,SALINITY,LACUSTRINE,REGION,TYPE_1,TYPE_2,TYPE_3,TYPE_4,TYPE_5,TYPE_6,TYPE_7,TYPE_8,TYPE_9,TYPE_10,LATITUDE,LONGITUDE,WATERSHED,VAHU6,TEMP_EXC,TEMP_SAMP,TEMP_STAT,DO_EXC,DO_SAMP,DO_STAT,PH_EXC,PH_SAMP,PH_STAT,ECOLI_EXC,ECOLI_SAMP,ECOLI_GM_EXC,ECOLI_GM_SAMP,ECOLI_STAT,ENTER_EXC,ENTER_SAMP,ENTER_GM_EXC,ENTER_GM_SAMP,ENTER_STAT,AMMONIA_EXC,AMMONIA_STAT,WAT_MET_EXC,WAT_MET_STAT,WAT_TOX_EXC,WAT_TOX_STAT,SED_MET_EXC,SED_MET_STAT,SED_TOX_EXC,SED_TOX_STAT,FISH_MET_EXC,FISH_MET_STAT,FISH_TOX_EXC,FISH_TOX_STAT,BENTHIC_STAT,BENTHIC_WOE_CAT,BIBI_SCORE,NUT_TP_EXC,NUT_TP_SAMP,NUT_TP_STAT,NUT_CHLA_EXC,NUT_CHLA_SAMP,NUT_CHLA_STAT,COMMENTS,2020 IR COMMENTS,2018 IR COMMENTS
1ABAR052.96,VAV-B05R_BAR03A10,,,,,,,,,,,,,VRO,A,B,,,,,,,,,39.208417,-78.401,B05R,PU10,2,13,10.5% Exceedance,0,13,S,0,13,S,0,13,0,0,IN,,,,,,0,S,,Review,,,,,,,,,,,Review,,,,13,,,1,,DO_Daily_Avg_STAT: S | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- No STV exceedances but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no acute exceedances. Dataset contains no chronic exceedances. Dataset contains no four-day exceedances.,WQS - Basin 1A: Section 11: Class IV: Special Standards: pH,
1ABEC004.76,VAN-A07R_BEC01A00,,,,,,,,,,,,,NRO,A,TR,,,,,,,,,39.03738611,-77.72278056,A07R,PL11,0,35,S,0,35,S,0,35,S,5,35,0,0,IM,,,,,,,,,,,,,,,,,,,,,,,,35,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,,Trends Analysis: No Trends
1ABOL000.05,VAN-A04R_BOL01A04,,,,,,,,,,,,,NRO,A,,,,,,,,,,38.91358,-77.89089,AR0,PL07,0,10,S,0,10,S,0,9,S,1,10,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,10,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- One STV exceedance in one or multiple 90-day periods but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,2016 ECOLI IM carryover,
1ABRB002.15,VAN-A09R_BRB01A00,VAN-A09R_BRB02A06,,,,,,,,,,,,NRO,A,TM,"TR,C",,,,,,,,39.04666667,-77.43277778,A09R,PL19,0,34,S,0,33,S,0,34,S,4,35,0,0,IM,,,,,,0,S,,,,Review,,,,,,,,Review,,,,,35,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no acute exceedances. Dataset contains no chronic exceedances. Dataset contains no four-day exceedances.,"WAT TOX:nitrate,sulfate,Cl,NH3; SED TOX:PCB; FISH TOX:PCB=IM (2015:AME,CHC); 2010 FISH_MET (Hg) IM carryover; 2018 BENTHIC IM carryover","WTOX: NH3=S(0/20), Cl=S(0/19), Nitrate=S(0/21), Sulfate=S(0/20); FTT: PCB=IM (2015, AME,CHC); Trends Analysis: Degrading (SC), Improving (DO,pH,TSS,Turb)"
1ABRU001.59,VAN-A19R_BRU01A04,,,,,,,,,,,,,NRO,A,TR,,,,,,,,,38.69195833,-77.49440278,A19R,PL34,0,36,S,0,36,S,1,35,Review,8,35,0,0,IM,,,,,,,,,,,,,,,,,,,,,,,,34,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,,Trends Analysis: No Trends
1ABRU020.12,VAN-A19R_BRU07A02,,,,,,,,,,,,,NRO,A,TM,,,,,,,,,38.78056,-77.6731,A19R,PL32,0,9,S,0,9,S,0,9,S,0,1,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,9,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- No STV exceedances but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,2010 ECOLI IM carryover,
1ABRU029.80,VAN-A19R_BRU08B10,,,,,,,,,,,,,NRO,A,,,,,,,,,,38.84883,-77.75883,A19R,PL31,0,10,S,0,10,S,0,10,S,0,1,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,10,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- No STV exceedances but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,2014 ECOLI IM carryover,
1ABSC000.45,VAN-A03R_BSC01A06,,,,,,,,,,,,,NRO,B,TM,CR,,,,,,,,39.14479722,-77.53556944,A03R,PL05,0,5,S,0,5,S,0,5,S,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Review,,,,0,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: NA | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,,
1AMIP000.40,VAN-A26R_MIP01A12,,,,,,,,,,,,,NRO,A,,,,,,,,,,38.55722222,-77.42388889,A26R,PL53,0,12,S,0,12,S,0,12,S,0,12,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,12,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- No STV exceedances but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,,
1AMIS010.45,VAV-B04R_MIS01A14,,,,,,,,,,,,,VRO,A,,,,,,,,,,39.416253,-78.273894,B04R,PU09,0,10,S,0,9,S,0,10,S,3,10,0,0,IM,,,,,,,,,,,,,,,,,,,,,,,,10,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,WQS - Basin 1A: Section 11: Class IV: Special Standards: pH.,
1ASTC000.02,VAV-B02R_STC01A00,,,,,,,,,,,,,VRO,A,,,,,,,,,,38.48194445,-79.50861111,B02R,PU03,0,11,S,0,11,S,0,11,S,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: NA | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,WQS - Basin 1A: Section 12: Class VI: Special Standards: pH.,"WQS - Basin 1A: Section 12: Class VI: Special Standards: pH, Bacteria was a delist in 2016"
1ASTC000.72,VAV-B02R_STC01A00,,,,,,,,,,,,,VRO,B,,,,,,,,,,38.47028,-79.51444,B02R,PU03,,3,,,3,,,3,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Review,,,,0,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: NA | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,WQS - Basin 1A: Section 12: Class VI: Special Standards: pH. Fully Supporting VSCI 2020: 81.3 Avg,Site has degraded since 2006 assessment.  WQS - Basin 1A: Section 12: Class VI: Special Standards: pH.
1ASTC004.27,VAV-B02R_STC02A00,,,,,,,,,,,,,VRO,A,B,,,,,,,,,38.43575,-79.53207,B02R,PU03,,1,,,1,,,1,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Review,,,,0,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: NA | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,"WQS - Basin 1A: Section 12: Class VI: Special Standards: pH 
Fully Supporting VSCI 2020: 71.28",WQS - Basin 1A: Section 12: Class VI: Special Standards: pH
1ASTT006.12,VAV-B01R_STT01A00,,,,,,,,,,,,,VRO,A,,,,,,,,,,38.49611111,-79.61333333,B01R,PU01,0,12,S,0,12,S,0,12,S,0,12,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,12,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- No STV exceedances but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,WQS - Basin 1A: Section 12: Class IV: Special Standards: pH.,WQS - Basin 1A: Section 12: Class IV: Special Standards: pH.  Station used for use support/non-support in previous cycles.  No 2018 data.  Last cycle for assessment.
1ASOB001.80,VAN-A26R_SOB01A12,,,,,,,,,,,,,NRO,A,,,,,,,,,,38.53925,-77.42525,A26R,PL53,0,12,S,0,12,S,0,12,S,1,12,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,12,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- One STV exceedance in one or multiple 90-day periods but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,,
1ASOC001.66,VAN-A02R_SOC01A00,,,,,,,,,,,,,NRO,PA,,,,,,,,,,39.19083333,-77.61583333,A02R,PL02,0,12,S,0,12,S,0,12,S,5,12,0,0,IM,,,,,,,,,,,,,,,,,,,,,,,,12,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,2006 TP and SED MET (Hg) OE carryover,"WTOX: NH3=S(0/5), Cl=INS"
1ASOC002.93,VAN-A02R_SOC01A00,,,,,,,,,,,,,NRO,FPM,B,,,,,,,,,39.18185833,-77.62498889,A02R,PL02,0,2,S,0,3,S,0,2,S,0,1,0,0,IN,,,,,,0,S,,Review,,,,,,,,,,,Review,,,,2,,,1,,DO_Daily_Avg_STAT: S | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- No STV exceedances but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no acute exceedances. Dataset contains no chronic exceedances. Dataset contains no four-day exceedances.,"WAT TOX:NH3=S, Cl=IN",WTOX: NH3
1ASOH001.71,VAN-A16R_SOH01A12,,,,,,,,,,,,,NRO,A,TM,,,,,,,,,38.73394444,-77.22719444,A16R,PL29,0,14,S,0,14,S,0,14,S,0,14,0,0,IN,,,,,,0,S,,,,,,,,,,,,,,,,,14,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- No STV exceedances but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no acute exceedances. Dataset contains no chronic exceedances. Dataset contains no four-day exceedances.,,
1ASOH006.66,VAN-A16L_SOH01A06,,,,,,,,,,,,Y,NRO,L,,,,,,,,,,38.75622,-77.29562,A16L,PL29,0,142,S,10,55,10.5% Exceedance,3,55,Review,0,14,0,0,IN,,,,,,0,S,,,,,,,,,,,,,,,,0,2,S,0,2,S, | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- No STV exceedances but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no acute exceedances. Dataset contains no chronic exceedances. Dataset contains no four-day exceedances.,"Burke Lake, lacustrine: Chla FS 2017, 2018; (Not assessed for TP, algaecides not applied). Non-nutrient data pooled DO (5/45) OE, Temp (0/142) S, pH (1/45) S, Wat_Tox (0/28) S., E. Coli (0/14) S.",
1ASOH007.26,VAN-A16L_SOH01A06,,,,,,,,,,,,,NRO,L,,,,,,,,,,38.763522,-77.299794,A16L,PL29,0,72,S,1,40,Review,2,40,Review,0,14,0,0,IN,,,,,,0,S,,,,,,,,,,,,,,,,,,,,,, | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- No STV exceedances but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no acute exceedances. Dataset contains no chronic exceedances. Dataset contains no four-day exceedances.,"Burke Lake, non-lacustrine. Non-nutrient data pooled DO (5/45) OE, Temp (0/142) S, pH (1/45) S, Wat_Tox (0/28) S., E. Coli (0/14) S.",
