STATION_ID,ID305B_1,ID305B_2,ID305B_3,ID305B_4,ID305B_5,ID305B_6,ID305B_7,ID305B_8,ID305B_9,ID305B_10,WATER_TYPE,SALINITY,LACUSTRINE,REGION,TYPE_1,TYPE_2,TYPE_3,TYPE_4,TYPE_5,TYPE_6,TYPE_7,TYPE_8,TYPE_9,TYPE_10,LATITUDE,LONGITUDE,WATERSHED,VAHU6,TEMP_EXC,TEMP_SAMP,TEMP_STAT,DO_EXC,DO_SAMP,DO_STAT,PH_EXC,PH_SAMP,PH_STAT,ECOLI_EXC,ECOLI_SAMP,ECOLI_GM_EXC,ECOLI_GM_SAMP,ECOLI_STAT,ENTER_EXC,ENTER_SAMP,ENTER_GM_EXC,ENTER_GM_SAMP,ENTER_STAT,AMMONIA_EXC,AMMONIA_STAT,WAT_MET_EXC,WAT_MET_STAT,WAT_TOX_EXC,WAT_TOX_STAT,SED_MET_EXC,SED_MET_STAT,SED_TOX_EXC,SED_TOX_STAT,FISH_MET_EXC,FISH_MET_STAT,FISH_TOX_EXC,FISH_TOX_STAT,BENTHIC_STAT,BENTHIC_WOE_CAT,BIBI_SCORE,NUT_TP_EXC,NUT_TP_SAMP,NUT_TP_STAT,NUT_CHLA_EXC,NUT_CHLA_SAMP,NUT_CHLA_STAT,COMMENTS
2-JKS042.29,VAW-I04R_JKS05A02,,,,,,,,,,,,,BRRO,B,SS,,,,,,,,,37.937778,-79.955611,I04,JU10,0,3,S,0,3,S,0,2,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
2-JKS044.14,VAW-I04R_JKS05A02,,,,,,,,,,,,,BRRO,PA,,,,,,,,,,37.94878055,-79.95036111,I04,JU10,0,4,S,0,4,S,0,4,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
2-DVD000.23,VAW-H08R_DVD01A00,,,,,,,,,,,,,BRRO,A,B,,,,,,,,,37.54944445,-78.82083333,H08,JM19,0,12,S,0,12,S,0,12,S,5,12,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,,,,0,12,,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
2-CAT000.34,VAW-I25R_CAT01A00,VAW-I25R_CAT02A00,,,,,,,,,,,,BRRO,A,C,,,,,,,,,37.60194445,-79.78666667,I25,JU53,0,13,S,0,13,S,0,13,S,1,12,0,0,IN,0,0,0,0,,,,,,,,,,,,,,,,,,,0,12,,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean. | ENTEROCOCCI Comment: NA
2-CAT023.83,VAW-I25R_CAT04A04,VAW-I25R_CAT04B04,VAW-I25R_CAT03B04,,,,,,,,,,,BRRO,A,,,,,,,,,,37.46666667,-80.00555556,I25,JU52,0,12,S,0,12,S,0,12,S,0,12,0,0,IN,0,0,0,0,,,,,,,,,,,,,,,,,,,0,12,,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean. | ENTEROCOCCI Comment: NA
2-CAT026.29,VAW-I25R_CAT04C04,,,,,,,,,,,,,BRRO,FPM,B,,,,,,,,,37.43588889,-80.01784167,I25,JU52,0,2,S,0,2,S,0,2,S,0,1,0,0,IN,0,1,0,0,IN,,,0,S,,,,,,,,,,,Review,,,0,2,,,1,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean. | ENTEROCOCCI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean.
2-CAT027.64,VAW-I25R_CAT04D12,VAW-I25R_CAT04C04,,,,,,,,,,,,BRRO,A,PA,B,,,,,,,,37.42594444,-80.02176944,I25,JU52,0,21,S,0,21,S,0,21,S,9,17,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,Review,,,0,21,,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
2-WIB000.94,VAW-I26R_WIB01A20,,,,,,,,,,,,,BRRO,B,,,,,,,,,,37.436839,-79.785311,I26,JU55,0,2,S,0,2,S,0,2,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,0,2,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
2-WIC000.40,VAW-H06R_WIC01A00,,,,,,,,,,,,,BRRO,A,B,,,,,,,,,37.50666667,-78.89777778,H06,JM16,0,12,S,0,12,S,0,12,S,2,12,0,0,IN,0,0,0,0,,,,,,,,,,,,,,,,,,,1,12,Review,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean. | ENTEROCOCCI Comment: NA
2-JMS317.62,VAW-I24R_JMS01A10,,,,,,,,,,,,,BRRO,TM,C,,,,,,,,,37.58908333,-79.72783333,I24,JU54,0,1,S,0,1,S,0,1,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
2-JMS345.73,VAW-I18R_JMS01A00,VAW-I18R_JMS02A00,,,,,,,,,,,,BRRO,A,B,C,,,,,,,,37.77555556,-79.78083333,I18,JU37,0,31,S,0,31,S,0,30,S,0,24,0,0,IN,3,17,0,0,IN,,,,,,,,,,,,,,,Review,,,0,24,,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean. | ENTEROCOCCI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean.
2-BCR000.20,VAW-H05R_BCR01A00,,,,,,,,,,,,,BRRO,A,C,,,,,,,,,37.38916667,-79.05944444,H05,JM12,0,13,S,0,13,S,0,13,S,2,12,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,,,,0,12,,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
2-JKS000.38,VAW-I09R_JKS01A00,VAW-I09R_JKS02A00,,,,,,,,,,,,BRRO,A,C,TR,,,,,,,,37.78833333,-79.78111111,I09,JU24,0,28,S,0,28,S,0,28,S,3,24,0,0,IN,4,16,0,0,IN,,,,,,,,,,,,,,,,,,0,24,,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean. | ENTEROCOCCI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean.
2-JKS006.67,VAW-I09R_JKS03A00,VAW-I09R_JKS02A00,VAW-I09R_JKS01A00,,,,,,,,,,,BRRO,A,B,"FPM,TM,C",,,,,,,,37.81055556,-79.85416667,I09,JU24,0,27,S,0,26,S,0,27,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
2-JKS013.29,VAW-I09R_JKS04A00,VAW-I09R_JKS03B10,,,,,,,,,,,,BRRO,A,B,TM,,,,,,,,37.78055555,-79.92777778,I09,JU21,0,26,S,0,25,S,0,26,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
2-JKS015.60,VAW-I09R_JKS04A00,,,,,,,,,,,,,BRRO,A,,,,,,,,,,37.77166667,-79.96638889,I09,JU21,0,6,S,0,6,S,0,6,S,1,6,0,0,IN,0,0,0,0,,,,,,,,,,,,,,,,,,,0,6,,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean. | ENTEROCOCCI Comment: NA
2-JKS018.68,VAW-I09R_JKS04A00,VAW-I09R_JKS05A00,,,,,,,,,,,,BRRO,A,B,TM,,,,,,,,37.75638889,-79.9875,I09,JU21,0,50,S,0,49,S,0,50,S,3,24,0,0,IM,2,6,0,0,IN,,,,,,,,,,,,,,,Review,,,0,24,,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean.
2-ELS000.08,VAW-I26R_ELS01A02,,,,,,,,,,,,,BRRO,TM,,,,,,,,,,37.49138611,-79.73630556,I26,JU55,0,6,S,0,6,S,0,6,S,2,6,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,,,,0,6,,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
2-CRG028.87,VAW-I22R_CRG04A14,,,,,,,,,,,,,BRRO,B,FPM,,,,,,,,,37.59467222,-79.99886667,I22,JU48,0,2,S,0,1,S,0,2,S,0,1,0,0,IN,0,1,0,0,IN,,,0,S,,,,,,,,,,,Review,,,0,2,,,1,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean. | ENTEROCOCCI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean.
2-CRG047.95,VAW-I22R_CRG05A02,VAW-I22R_CRG05B14,,,,,,,,,,,,BRRO,A,B,FPM,,,,,,,,37.5112,-80.0876,I22,JU46,0,12,S,0,12,S,1,12,Review,1,11,0,0,IN,0,0,0,0,,,,,,,,,,,,,,,,,,,0,11,,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean. | ENTEROCOCCI Comment: NA
2BECH000.53,VAW-H02R_ECH01A02,,,,,,,,,,,,,BRRO,B,,,,,,,,,,37.661,-79.29422222,H02,JM05,0,2,S,0,2,S,0,2,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
2-HAM000.37,VAW-I25R_HAM01A02,,,,,,,,,,,,,BRRO,FPM,PA,B,,,,,,,,37.4128,-80.021,I25,JU52,0,30,S,0,30,S,0,30,S,5,26,0,0,IM,0,2,0,0,IN,,,0,S,,,,,,,,,,,Review,,,0,28,,,2,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean.
2BHAZ008.29,VAW-H04R_HAZ02A08,,,,,,,,,,,,,BRRO,FPM,A,PA,,,,,,,,37.4934,-79.15263889,H04,JM08,0,12,S,0,12,S,0,12,S,3,12,0,0,IN,0,0,0,0,,,,,,,,,,,,,,,,,,,1,12,Review,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean. | ENTEROCOCCI Comment: NA
2BHAZ008.51,VAW-H04R_HAZ02A08,,,,,,,,,,,,,BRRO,FPM,A,B,,,,,,,,37.49619444,-79.1515,H04,JM08,0,2,S,0,2,S,0,2,S,0,1,0,0,IN,1,1,0,0,IN,,,0,S,,,,,,,,,,,Review,,,0,2,,,1,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean. | ENTEROCOCCI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean.
2BHOY002.92,VAW-H02R_HOY01A02,,,,,,,,,,,,,BRRO,B,,,,,,,,,,37.59262778,-79.23449722,H02,JM06,0,2,S,0,2,S,0,2,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,0,1,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
2-LIF000.08,VAW-H02R_LIF01A02,,,,,,,,,,,,,BRRO,B,,,,,,,,,,37.67155556,-79.28338889,H02,JM05,0,2,S,0,2,S,0,2,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
2-LMC000.40,VAW-I26R_LMC01A00,,,,,,,,,,,,,BRRO,A,TR,,,,,,,,,37.51611111,-79.70972222,I26,JU55,0,24,S,0,24,S,0,24,S,0,24,0,0,IN,7,18,0,0,IM,,,,,,,,,,,,,,,,,,0,24,,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean. | ENTEROCOCCI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples.
2-BUF013.53,VAW-H11R_BUF01A00,VAW-H11R_BUF02A00,,,,,,,,,,,,BRRO,A,,,,,,,,,,37.60527778,-79.02611111,H11,JM29,0,12,S,0,12,S,0,12,S,0,12,0,0,IN,0,0,0,0,,,,,,,,,,,,,,,,,,,0,12,,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean. | ENTEROCOCCI Comment: NA
2-DNP001.98,VAW-I07R_DNP01A00,VAW-I07R_DNP02A00,,,,,,,,,,,,BRRO,A,TR,,,,,,,,,37.80333333,-80.02166667,I07,JU15,0,23,S,0,23,S,0,23,S,0,23,0,0,IN,7,16,0,0,IM,,,,,,,,,,,,,,,,,,0,22,,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean. | ENTEROCOCCI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples.
2-FAS002.67,VAW-I04R_FAS01A00,,,,,,,,,,,,,BRRO,B,A,SS,,,,,,,,37.86878333,-79.94982778,I04,JU10,2,7,Review,0,6,S,0,7,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
2-FAS002.75,VAW-I04R_FAS01A00,,,,,,,,,,,,,BRRO,B,A,SS,,,,,,,,37.86841667,-79.94878333,I04,JU10,2,7,Review,0,6,S,0,7,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
2ACRG049.51,VAW-I19R_CRG01A14,VAW-I22R_CRG05B14,VAW-I22R_CRG05A02,,,,,,,,,,,BRRO,A,,,,,,,,,,37.501833,-80.104506,I22,JU43,0,12,S,0,12,S,0,12,S,1,12,0,0,IN,0,0,0,0,,,,,,,,,,,,,,,,,,,0,12,,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean. | ENTEROCOCCI Comment: NA
2AFAW000.01,VAW-I27R_FAW01A02,VAW-I27R_FAW02A08,,,,,,,,,,,,BRRO,B,,,,,,,,,,37.473214,-79.598325,I27,JU57,0,2,S,0,2,S,0,2,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,0,2,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
2AJMS298.41,VAW-I27R_JMS01A00,,,,,,,,,,,,,BRRO,PA,,,,,,,,,,37.581572,-79.602472,I27,JU58,0,12,S,0,12,S,0,12,S,1,12,0,0,IN,0,0,0,0,,,,,,,,,,,,,,,,,,,1,12,Review,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean. | ENTEROCOCCI Comment: NA
2AJMS299.39,VAW-I27R_JMS01A00,,,,,,,,,,,,,BRRO,B,,,,,,,,,,37.572319,-79.609214,I27,JU58,0,1,S,0,1,S,0,1,S,0,1,0,0,IN,0,1,0,0,IN,,,0,S,,,,,,,,,,,Review,,,0,1,,,1,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean. | ENTEROCOCCI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean.
2BXBA000.52,VAW-H05R_XBA01A20,,,,,,,,,,,,,BRRO,FPM,B,,,,,,,,,37.416333,-79.009361,H05,JM13,0,2,S,0,2,S,0,2,S,0,1,0,0,IN,0,0,0,0,,,,0,S,,,,,,,,,,,Review,,,0,2,,,1,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean. | ENTEROCOCCI Comment: NA
2-LIP001.00,VAW-I22R_LIP01A04,,,,,,,,,,,,,BRRO,A,,,,,,,,,,37.63305555,-79.85638889,I22,JU49,0,12,S,0,12,S,0,12,S,5,12,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,,,,0,12,,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
2-XRD001.28,VAW-I19R_XRD01A20,,,,,,,,,,,,,BRRO,B,,,,,,,,,,37.399231,-80.1456,I19,JU43,0,2,S,0,2,S,0,2,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
2BFWN000.66,VAW-H04R_FWN02A18,,,,,,,,,,,,,BRRO,B,,,,,,,,,,37.47619722,-79.15359722,H04,JM08,0,2,S,0,2,S,0,2,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
2-FSG003.36,VAW-H03R_FSG01A00,,,,,,,,,,,,,BRRO,TM,SS,C,,,,,,,,37.3891,-79.1596,H03,JM11,0,1,S,0,1,S,0,1,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
2-JKS026.01,VAW-I04R_JKS03A00,,,,,,,,,,,,,BRRO,A,TM,,,,,,,,,37.81111111,-79.98888889,I04,JU11,0,24,S,0,23,S,0,24,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
2-JKS028.69,VAW-I04R_JKS03A00,,,,,,,,,,,,,BRRO,FPM,,,,,,,,,,37.82269167,-79.98936667,I04,JU11,2,2,Review,0,2,S,0,2,S,0,2,0,0,IN,0,2,0,0,IN,,,0,S,,,,,,,,,,,Review,,,0,2,,,2,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean. | ENTEROCOCCI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean.
2-JKS030.65,VAW-I04R_JKS03A00,VAW-I04R_JKS04A00,,,,,,,,,,,,BRRO,A,B,"TM,TR",,,,,,,,37.84194445,-79.98916667,I04,JU11,0,30,S,0,30,S,0,29,S,1,24,0,0,IN,0,17,0,0,IN,,,,,,,,,,,,,,,Review,,,0,24,,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean. | ENTEROCOCCI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean.
2-HUO005.87,VAW-H01R_HUO02A02,,,,,,,,,,,,,BRRO,B,A,,,,,,,,,37.5392,-79.44821111,H01,JM01,0,8,S,0,8,S,0,8,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4ARAB000.52,VAW-L19R_RAB01A00,,,,,,,,,,,,,BRRO,B,A,,,,,,,,,37.09944445,-79.28138889,L19,RU48,0,15,S,0,15,S,0,15,S,6,12,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,Review,,,0,12,,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
4ARAB003.64,VAW-L19R_RAB01A00,,,,,,,,,,,,,BRRO,FPM,PA,B,,,,,,,,37.057,-79.26838889,L19,RU48,0,13,S,0,13,S,0,13,S,5,12,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,Review,,,0,12,,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
4ARAB003.71,VAW-L19R_RAB01A00,,,,,,,,,,,,,BRRO,B,,,,,,,,,,37.05586944,-79.26824722,L19,RU48,0,2,S,0,2,S,0,2,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4ARAB006.49,VAW-L19R_RAB01A00,,,,,,,,,,,,,BRRO,B,,,,,,,,,,37.018322,-79.275692,L19,RU48,0,1,S,0,1,S,0,1,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,0,1,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
2-BKL000.15,VAW-I18R_BKL01A02,,,,,,,,,,,,,BRRO,A,,,,,,,,,,37.68949167,-79.81748333,I18,JU40,0,9,S,0,9,S,0,9,S,1,9,0,0,IN,0,0,0,0,,,,,,,,,,,,,,,,,,,0,9,,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean. | ENTEROCOCCI Comment: NA
2-BKW000.40,VAW-H03R_BKW01A00,,,,,,,,,,,,,BRRO,A,TM,"B,C",,,,,,,,37.41944444,-79.14611111,H03,JM10,0,15,S,0,15,S,0,15,S,2,12,0,0,IN,0,0,0,0,,,,,,,,,,,,,,,,Review,,,1,12,Review,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean. | ENTEROCOCCI Comment: NA
