STATION_ID,ID305B_1,ID305B_2,ID305B_3,ID305B_4,ID305B_5,ID305B_6,ID305B_7,ID305B_8,ID305B_9,ID305B_10,WATER_TYPE,SALINITY,LACUSTRINE,REGION,TYPE_1,TYPE_2,TYPE_3,TYPE_4,TYPE_5,TYPE_6,TYPE_7,TYPE_8,TYPE_9,TYPE_10,LATITUDE,LONGITUDE,WATERSHED,VAHU6,TEMP_EXC,TEMP_SAMP,TEMP_STAT,DO_EXC,DO_SAMP,DO_STAT,PH_EXC,PH_SAMP,PH_STAT,ECOLI_EXC,ECOLI_SAMP,ECOLI_GM_EXC,ECOLI_GM_SAMP,ECOLI_STAT,ENTER_EXC,ENTER_SAMP,ENTER_GM_EXC,ENTER_GM_SAMP,ENTER_STAT,AMMONIA_EXC,AMMONIA_STAT,WAT_MET_EXC,WAT_MET_STAT,WAT_TOX_EXC,WAT_TOX_STAT,SED_MET_EXC,SED_MET_STAT,SED_TOX_EXC,SED_TOX_STAT,FISH_MET_EXC,FISH_MET_STAT,FISH_TOX_EXC,FISH_TOX_STAT,BENTHIC_STAT,BENTHIC_WOE_CAT,BIBI_SCORE,NUT_TP_EXC,NUT_TP_SAMP,NUT_TP_STAT,NUT_CHLA_EXC,NUT_CHLA_SAMP,NUT_CHLA_STAT,COMMENTS,2020 IR COMMENTS,2018 IR COMMENTS
2BJMS263.24,VAW-H03R_JMS04A02,,,,,,,,,,,,,BRRO,TM,C,,,,,,,,,37.453917,-79.179361,H03,JM07,0,4,S,0,4,S,0,4,S,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,,,,,,0,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: NA | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,"2020 Cycle: PCB TMDL station. Two 'FS' water col. PCB samples: 151.61 pg/L (DW 7/19/17), 183.70 pg/L (WW 2/9/18). One sediment PCB sample 'IN' at 585.04 pg/g.",
2-FAS000.20,VAW-I04R_FAS01A00,,,,,,,,,,,,,BRRO,B,A,SS,,,,,,,,37.88777778,-79.97916667,I04,JU10,0,1,Review,0,1,Review,0,1,Review,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Review,,,,0,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: NA | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,2018/2020 Cycle:  Falling Spring flows from a warm spring and exhibits a large amount of mineral precipitation on all instream materials limiting available habitat for benthic macroinvertebrates.  The VSCI was not developed for use in streams with this natural chemistry; therefore these samples are rated as: NOT ASSESSED.,2018 Cycle:  Falling Spring flows from a warm spring and exhibits a large amount of mineral precipitation on all instream materials limiting available habitat for benthic macroinvertebrates.  The VSCI was not developed for use in streams with this natural chemistry; therefore these samples are rated as: NOT ASSESSED.
2-FAS001.08,VAW-I04R_FAS01A00,,,,,,,,,,,,,BRRO,B,A,SS,,,,,,,,37.88400833,-79.96574722,I04,JU10,0,7,S,0,7,S,0,7,S,0,6,0,0,IN,,,,,,,,,,,,,,,,,,,,Review,,,,6,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- No STV exceedances but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,"2020 Cycle: E.coli DELIST. Initial 303(d) Listing 2008 where E.coli exceeds in 2 / 7.  No additional bacteria data beyond the 2008 IR.











Bio 'W' Falling Spring flows from a warm spring and exhibits a large amount of mineral precipitation on all instream materials limiting available habitat for benthic macroinvertebrates.  The VSCI was not developed for use in streams with this natural chemistry; therefore these samples are rated as: NOT ASSESSED.











Outside Data Window:
Bio 'FS' One 2004 Fall VSCI survey scoring 64.  The watershed for this station is dominated by forest.  The Falling Spring Hydro Project is upstream but the most important factor that appears to affect aquatic life is the limestone geology in the watershed.  Most of the habitat parameter scores indicate optimal conditions for macroinvertebrate colonization.  However, marl deposits on the stream substrate and high specific conductance are evidence of karst conditions which may limit the type of macroinvertebrates inhabiting the stream.","2018 Cycle:  E.coli impairment carries. Initial 303(d) Listing 2008 where E.coli exceeds in 2 / 7.  No additional bacteria data beyond the 2008 IR.

Bio 'W'  Falling Spring flows from a warm spring and exhibits a large amount of mineral precipitation on all instream materials limiting available habitat for benthic macroinvertebrates.  The VSCI was not developed for use in streams with this natural chemistry; therefore these samples are rated as: NOT ASSESSED.

Outside Data Window:  
Bio 'FS' One 2004 Fall VSCI survey scoring 64.  The watershed for this station is dominated by forest.  The Falling Spring Hydro Project is upstream but the most important factor that appears to affect aquatic life is the limestone geology in the watershed.  Most of the habitat parameter scores indicate optimal conditions for macroinvertebrate colonization.  However, marl deposits on the stream substrate and high specific conductance are evidence of karst conditions which may limit the type of macroinvertebrates inhabiting the stream."
2-JKS036.11,VAW-I04R_JKS04A00,,,,,,,,,,,,,BRRO,TM,PA,B,,,,,,,,37.87638889,-79.9775,I04,JU10,0,25,S,0,25,S,0,24,S,0,21,0,0,IN,,,,,,,,,,,,,,,,,,,,Review,,,,12,,,0,,DO_Daily_Avg_STAT: S | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- No STV exceedances but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,2020 Cycle: This station was utilized at the request of the Jackson River Preservation Association based upon the organization's concern over the impacts of the multi-agency special study to return more natural flow variability to the river during the dry summer and fall months. 2015-2016 Probabilistic Ambient station. 2012/2014/2016 Cycle:  No additional data beyond 2012 IR.,2018 Cycle: 2015-2016 Probabilistic Ambient station. 2012/2014/2016 Cycle:  No additional data beyond 2012 IR.
2-JKS042.29,VAW-I04R_JKS05A02,,,,,,,,,,,,,BRRO,B,SS,,,,,,,,,37.937778,-79.955611,I04,JU10,0,3,S,0,3,S,0,2,S,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Review,,,,0,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: NA | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,2020 Cycle: This station was established at the request of the Jackson River Preservation Association based upon the organization<U+0092>s concern over the impacts of the multi-agency special study to return more natural flow variability to the river during the dry summer and fall months.,2018 Cycle: This station was established at the request of the Jackson River Preservation Association based upon the organization’s concern over the impacts of the multi-agency special study to return more natural flow variability to the river during the dry summer and fall months.
2-JKS044.14,VAW-I04R_JKS05A02,,,,,,,,,,,,,BRRO,PA,,,,,,,,,,37.94878055,-79.95036111,I04,JU10,0,4,S,0,4,S,0,4,S,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: NA | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,2020 Cycle: Probabilistic ambient station.,
2-JKS044.60,VAW-I03L_JKS01A02,,,,,,,,,,,,Y,BRRO,A,L,,,,,,,,,37.95138889,-79.95833333,I03,JU08,0,410,S,10,139,Review,0,17,S,0,14,0,0,IN,,,,,,0,S,,,,,,,,,,,,,,,,0,2,S,0,2,S, | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- No STV exceedances but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no acute exceedances. Dataset contains no chronic exceedances. Dataset contains no four-day exceedances.,Lake Moomaw DEQ Data Summary: TEMP: 0/2424; DO: 56/860; PH: 1/129; ECOLI: 1/110; TP: 2/8; CHLA: 2/9  2-JKS044.60 & 2-JKS046.40 are ONLY in LZ. 0/4,"Lake Moomaw 2018 Pooled Data:  Temp 0 / 1,208 (S); DO 4/308 (S); pH 1 / 59 (S); LZ Nutrients Pooled (2 stations) CHLa 0 / 4 (S)."
2-JKS046.40,VAW-I03L_JKS01A02,,,,,,,,,,,,Y,BRRO,A,L,,,,,,,,,37.95138889,-79.97638889,I03,JU08,0,379,S,22,152,10.5% Exceedance,0,17,S,0,14,0,0,IN,,,,,,0,S,,,,,,,,,,,,,,,,0,2,S,0,2,S, | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- No STV exceedances but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no acute exceedances. Dataset contains no chronic exceedances. Dataset contains no four-day exceedances.,Lake Moomaw DEQ Data Summary: TEMP: 0/2424; DO: 56/860; PH: 1/129; ECOLI: 1/110; TP: 2/8; CHLA: 2/9,"Lake Moomaw 2018 Pooled Data:  Temp 0 / 1,208 (S); DO 4/308 (S); pH 1 / 59 (S); LZ Nutrients Pooled (2 stations) CHLa 0 / 4 (S)."
2-JKS048.90,VAW-I03L_JKS02A02,,,,,,,,,,,,,BRRO,A,L,,,,,,,,,37.97638889,-79.97,I03,JU08,0,328,S,8,133,Review,0,19,S,0,14,0,0,IN,,,,,,0,S,,,,,,,,,,,,,,,,,,,,,, | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- No STV exceedances but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no acute exceedances. Dataset contains no chronic exceedances. Dataset contains no four-day exceedances.,Lake Moomaw DEQ Data Summary: TEMP: 0/2424; DO: 56/860; PH: 1/129; ECOLI: 1/110; TP: 2/8; CHLA: 2/9,"Lake Moomaw 2018 Pooled Data:  Temp 0 / 1,208 (S); DO 4/308 (S); pH 1 / 59 (S); LZ Nutrients Pooled (2 stations) CHLa 0 / 4 (S)."
2-JKS053.48,VAW-I03L_JKS03A02,,,,,,,,,,,,,BRRO,A,L,,,,,,,,,38.01666667,-79.91611111,I03,JU08,0,99,S,0,48,S,0,17,S,1,14,0,0,IN,,,,,,0,S,,,,,,,,,,,,,,,,,,,,,, | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- One STV exceedance in one or multiple 90-day periods but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no acute exceedances. Dataset contains no chronic exceedances. Dataset contains no four-day exceedances.,Lake Moomaw DEQ Data Summary: TEMP: 0/2424; DO: 56/860; PH: 1/129; ECOLI: 1/110; TP: 2/8; CHLA: 2/9,"Lake Moomaw 2018 Pooled Data:  Temp 0 / 1,208 (S); DO 4/308 (S); pH 1 / 59 (S); LZ Nutrients Pooled (2 stations) CHLa 0 / 4 (S)."
2-DVD000.23,VAW-H08R_DVD01A00,,,,,,,,,,,,,BRRO,A,B,,,,,,,,,37.54944445,-78.82083333,H08,JM19,0,12,S,0,12,S,0,12,S,5,12,0,0,IM,,,,,,,,,,,,,,,,,,,,,,,,12,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,2018/2020 Cycle: 7/12 E.coli exceedance rate.,2018 Cycle: 7/12 E.coli exceedance rate. Bio 'FS' - FS Benthic Assessment - Good riffles with plenty of available habitat.
2-CAT000.34,VAW-I25R_CAT01A00,VAW-I25R_CAT02A00,,,,,,,,,,,,BRRO,A,C,,,,,,,,,37.60194445,-79.78666667,I25,JU53,0,13,S,0,13,S,0,13,S,1,12,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,12,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- One STV exceedance in one or multiple 90-day periods but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,"2020 Cycle: Bacteria listed 2020 IR from two of 12 E.coli samples in exceedance of the 235 cfu/100 ml instantaneous criterion. Excursions are 345 (4/27/17) and 860 cfu/100 ml (10/31/17). Water column PCB samples find no exceedances of the 640 pg/L WQS at 189.90 pg/L (WW, 2/8/2018). 2014/2016/2018 Cycle: PARTIAL DELIST 2014. 2-CAT000.34 E.coli 2/24- 'FS'. The remaining waters exhibit impairment based on 2014 8/24 at 2-CAT023.83. The original 2008 303(d) Listing of 3/12 fecal coliform exceedances. The Listing is now based on E.coli.





 





Outside Data Window: Total measurements 12. Daily Mean Flow; 02018500 Catawba Creek - Catawba < 7Q10 of 1.3 cfs @ gage on 8/12/02 (0.61 cfs). One Fully Supporting field measurement set excluded from the dataset






2-CAT007.31- A 2008 Probability site.  No PEC Sediment exceedances from 2008 data; metals only.  Bio- 'FS' Two 2008 VSCI surveys scoring spring 53.8 and fall 68.5; averaging 61.1","2014/2016/2018 Cycle: PARTIAL DELIST 2014.  2-CAT000.34 E.coli 2/24- 'FS'.  The remaining waters exhibit impairment based on 2014 8/24 at 2-CAT023.83.  The original 2008 303(d) Listing of 3/12 fecal coliform exceedances.  The Listing is now based on E.coli.
 
Outside Data Window:  Total measurements 12.  Daily Mean Flow; 02018500 Catawba Creek - Catawba < 7Q10 of 1.3 cfs @ gage on 8/12/02 (0.61 cfs).  One Fully Supporting field measurement set excluded from the dataset.  

2-CAT007.31- A 2008 Probability site.  No PEC Sediment exceedances from 2008 data; metals only.  Bio- 'FS'  Two 2008 VSCI surveys scoring spring 53.8 and fall 68.5; averaging 61.1"
2-CAT023.83,VAW-I25R_CAT04A04,VAW-I25R_CAT04B04,VAW-I25R_CAT03B04,,,,,,,,,,,BRRO,A,,,,,,,,,,37.46666667,-80.00555556,I25,JU52,0,13,S,0,13,S,0,13,S,0,13,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,13,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- No STV exceedances but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,"2018/2020 Cycle: Waters remain impaired with 2014 IR 2-CAT023.83- E.coli 8/24. No additional data 2016 IR.











Supplemental Information: 2-CAT014.63- No additional data beyond the 2006 IR. 2006 IR FC-6/20 'IM'.











Outside Data Window:
Total measurements 12.  Daily Mean Flow; 02018500 Catawba Creek - Catawba < 7Q10 of 1.3 cfs @ gage on 8/12/02 (0.61 cfs).  One Fully Supporting field measurement set excluded from the dataset
2-CAT026.55 (FPM) VAEQ99-336 (2003) SPMD-'FS' with ALUS 'OE' Mirex exceeds WQS Chronic Freshwater Std. of zero '0' at 1.14 pg/L 'OE'.  ProbMon site single sample.  No PEC Sediment exceedances from 2003 data; outside 2012 Data Window.","2018 Cycle: Waters remain impaired with 2014 IR 2-CAT023.83- E.coli 8/24.  No additional data 2016 IR.

Supplemental Information:  2-CAT014.63- No additional data beyond the 2006 IR.  2006 IR FC-6/20 'IM'.

Outside Data Window:   
Total measurements 12.  Daily Mean Flow; 02018500 Catawba Creek - Catawba < 7Q10 of 1.3 cfs @ gage on 8/12/02 (0.61 cfs).  One Fully Supporting field measurement set excluded from the dataset.  
2-CAT026.55 (FPM) VAEQ99-336 (2003) SPMD-'FS' with ALUS 'OE' Mirex exceeds WQS Chronic Freshwater Std. of zero '0' at 1.14 pg/L 'OE'.   ProbMon site single sample.  No PEC Sediment exceedances from 2003 data; outside 2012 Data Window."
