DB_SITE_KEY,Group_Station_ID,FDT_STA_ID,STA_DESC,Deq_Region,STA_REC_CODE,FDT_DATE_TIME,FDT_DEPTH,FDT_DEPTH_DESC,FDT_PERCENT_FRB,FDT_SSC_CODE,FDT_SPG_CODE,FDT_COMMENT,pH_00400_STD_UNITS,FDT_FIELD_PH_RMK,TEMPERATURE_00010_DEGREES CENTIGRADE,FDT_TEMP_CELCIUS_RMK,DO_mg/L,DO_RMK,DISSOLVED_OXYGEN_00300_mg/L,FDT_DO_PROBE_RMK,DISSOLVED_OXYGEN_DOOPT_mg/L,FDT_DO_OPTICAL_RMK,DISSOLVED_OXYGEN_WINK_mg/L,FDT_DO_WINKLER_RMK,SPECIFIC_CONDUCTANCE_00095_UMHOS/CM @ 25C,FDT_SPECIFIC_CONDUCTANCE_RMK,SALINITY_00480_PPT,FDT_SALINITY_RMK,NITROGEN_mg/L,RMK_NITROGEN,AMMONIA_mg/L,RMK_AMMONIA,NITRATE_mg/L,RMK_NITRATE,NOX_mg/L,RMK_NOX,NITROGEN_TOTAL_00600_mg/L,RMK_00600,NITROGEN_AMMONIA_DISSOLVED_00608_mg/L,RMK_00608,NITROGEN_AMMONIA_TOTAL_00610_mg/L,RMK_00610,NITROGEN_NITRITE_DISSOLVED_00613_mg/L,RMK_00613,NITROGEN_NITRITE_TOTAL_00615_mg/L,RMK_00615,NITROGEN_NITRATE_DISSOLVED_00618_mg/L,RMK_00618,NITROGEN_NITRATE_TOTAL_00620_mg/L,RMK_00620,NITROGEN_KJELDAHL_TOTAL_00625_mg/L,RMK_00625,NITRITE+NITRATE_TOTAL_00630_mg/L,RMK_00630,NITRITE+NITRATE_DISSOLVED_00631_mg/L,RMK_00631,NITROGEN_PARTICULATE_49570_mg/L,RMK_49570,NITROGEN_TOTAL_DISSOLVED_49571_mg/L,RMK_49571,NITROGEN_TOTAL_DISSOLVED_TDNLF_mg/L,RMK_TDNLF,PHOSPHORUS_mg/L,RMK_PHOSPHORUS,PHOSPHORUS_TOTAL_00665_mg/L,RMK_00665,PHOSPHORUS_DISSOLVED_00666_mg/L,RMK_00666,PHOSPHORUS_DISSOLVED_ORTHOPHOSPHATE_00671_mg/L,RMK_00671,PHOSPHOROUS_PARTICULATE_49567_mg/L,RMK_49567,PHOSPHOROUS_TOTAL_DISSOLVED_49572_mg/L,RMK_49572,PHOSPHORUS_TOTAL_ORTHOPHOSPHATE_70507_mg/L,RMK_70507,ORTHOPHOSPHATE_DISSOLVED_OPWLF_mg/L,RMK_OPWLF,PHOSPHORUS_SUSPENDED_INORGANIC_PIPLF_mg/L,RMK_PIPLF,PHOSPHORUS_PARTICULATE_PPWLF_mg/L,RMK_PPWLF,PHOSPHORUS_TOTAL_DISSOLVED_TDPLF_mg/L,RMK_TDPLF,HARDNESS_TOTAL_00900_mg/L,RMK_00900,CHLORIDE_mg/L,RMK_CHLORIDE,CHLORIDE_TOTAL_00940_mg/L,RMK_00940,CHLORIDE_DISSOLVED_00941_mg/L,RMK_00941,SULFATE_mg/L,RMK_SULFATE,SULFATE_TOTAL_00945_mg/L,RMK_00945,SULFATE_DISSOLVED_00946_mg/L,RMK_00946,ECOLI_CFU/100mL,ECOLI_RMK,E.COLI_ECOLI_CFU/100mL,RMK_ECOLI,E._COLI_31648_NO/100mL,RMK_31648,ENTEROCOCCI_31649_NO/100mL,RMK_31649,FECAL_COLIFORM_31616_NO/100mL,RMK_31616,CHLOROPHYLL_32211_ug/L,RMK_32211,TSS_mg/L,RMK_TSS,TOTAL_SUSPENDED_SOLIDS_00530_mg/L,RMK_00530,SSC-TOTAL_00530_mg/L,RMK_SSC-TOTAL,TOTAL_SUSPENDED_SOLIDS_TSS45_mg/L,RMK_TSS45,Latitude,Longitude,Huc6_Huc_8,Huc6_Huc_8_Name,Huc6_Name,Huc6_Vahu5,Huc6_Huc_12,Huc6_Huc_12_Name,Huc6_Vahu6,STA_LV1_CODE,LV1_DESCRIPTION,STA_LV2_CODE,LV2_DESCRIPTION,STA_LV3_CODE,LV3_DESCRIPTION,STA_CBP_NAME,Locality,Group,TDS_mgl,Ammonium_mgl_N,Ammonium_Method,Chlorophyll_Total_ug_L,Phaeophytin_ug_L,Turbidity NTU,Secchi Depth m,Transparency_cm,TVSS_mgl,TVSS_method,FSS_mgl,Alkalinity_mgl_CaCO3,Color (Pt-Co units),Color method,ORP mV,Turbidity FAU,Bromide II ng/L,Bromide level status,Copper II mg/L,Copper Level Status,Chromium VI mg/L,Chromium Level Status,Selenium_ug/L,Selenium Level Status,Tide_Stage,Water_Surface,Stream_Flow,Stream_Depth_m,QAQC_Comments,DEQ QA Comments
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,7/29/2014 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,8/12/2014 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,6/9/2015 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,6/23/2015 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,7/7/2015 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,7/21/2015 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,8/4/2015 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,8/18/2015 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,6/7/2016 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,6/21/2016 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.1,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,7/5/2016 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,7/19/2016 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,8/2/2016 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,8/17/2016 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,6/6/2017 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.3,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,6/20/2017 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.5,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,7/5/2017 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,7/18/2017 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,8/1/2017 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,8/15/2017 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,6/5/2018 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,6/19/2018 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,7/3/2018 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1-FC,1.1,4AROA-1-1-FC,,,BRRO,7/17/2018 0:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,Level III,,,,,,,,,,,,,,,37.22003,-79.79848,3010101,Upper Roanoke,,,,Lynville Creek,RU16,,,,,CMON,Citizen Monitoring ,,Bedford,Smith Mountain Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
